external_id,nombre,apellidos,dni,email,telefono,fecha_alta,estado,sede_externa,empresa_id
S5000-02372,Óscar,"Muñoz García",60002372H,s5000.02372@example.invalid,600-002-372,2026-08-20,activo,"Sede sintética",999999
S5000-02373,Nuria,"Pérez Núñez",60002373L,s5000.02373@example.invalid,"+34 600002373",2026-09-21,activo,"Sede sintética",999999
S5000-02374,Raúl,"Martín Sáez",60002374C,s5000.02374@example.invalid,600-002-374,2026-10-22,activo,"Sede sintética",999999
S5000-02375,Sofía,"Gómez León",60002375K,s5000.02375@example.invalid,"+34 600002375",2026-11-23,activo,"Sede sintética",999999
S5000-02376,Álvaro,"Muñoz García",60002376E,s5000.02376@example.invalid,600-002-376,2026-12-24,inactivo,"Sede sintética",999999
S5000-02377,Lucía,"Pérez Núñez",60002377T,s5000.02377@example.invalid,"+34 600002377",2026-01-25,activo,"Sede sintética",999999
S5000-02378,Iñigo,"Martín Sáez",60002378R,s5000.02378@example.invalid,600-002-378,2026-02-26,activo,"Sede sintética",999999
S5000-02379,"María José","Gómez León",60002379W,s5000.02379@example.invalid,"+34 600002379",2026-03-27,activo,"Sede sintética",999999
S5000-02380,Óscar,"Muñoz García",60002380A,s5000.02380@example.invalid,600-002-380,2026-04-28,activo,"Sede sintética",999999
S5000-02381,Nuria,"Pérez Núñez",60002381G,s5000.02381@example.invalid,"+34 600002381",2026-05-01,activo,"Sede sintética",999999
S5000-02382,Raúl,"Martín Sáez",60002382M,s5000.02382@example.invalid,600-002-382,2026-06-02,activo,"Sede sintética",999999
S5000-02383,Sofía,"Gómez León",60002383Y,s5000.02383@example.invalid,"+34 600002383",2026-07-03,activo,"Sede sintética",999999
S5000-02384,Álvaro,"Muñoz García",60002384F,s5000.02384@example.invalid,600-002-384,2026-08-04,activo,"Sede sintética",999999
S5000-02385,Lucía,"Pérez Núñez",60002385P,s5000.02385@example.invalid,"+34 600002385",2026-09-05,activo,"Sede sintética",999999
S5000-02386,Iñigo,"Martín Sáez",60002386D,s5000.02386@example.invalid,600-002-386,2026-10-06,activo,"Sede sintética",999999
S5000-02387,"María José","Gómez León",60002387X,s5000.02387@example.invalid,"+34 600002387",2026-11-07,inactivo,"Sede sintética",999999
S5000-02388,Óscar,"Muñoz García",60002388B,s5000.02388@example.invalid,600-002-388,2026-12-08,activo,"Sede sintética",999999
S5000-02389,Nuria,"Pérez Núñez",60002389N,s5000.02389@example.invalid,"+34 600002389",2026-01-09,activo,"Sede sintética",999999
S5000-02390,Raúl,"Martín Sáez",60002390J,s5000.02390@example.invalid,600-002-390,2026-02-10,activo,"Sede sintética",999999
S5000-02391,Sofía,"Gómez León",60002391Z,s5000.02391@example.invalid,"+34 600002391",2026-03-11,activo,"Sede sintética",999999
S5000-02392,Álvaro,"Muñoz García",60002392S,s5000.02392@example.invalid,600-002-392,2026-04-12,activo,"Sede sintética",999999
S5000-02393,Lucía,"Pérez Núñez",60002393Q,s5000.02393@example.invalid,"+34 600002393",2026-05-13,activo,"Sede sintética",999999
S5000-02394,Iñigo,"Martín Sáez",60002394V,s5000.02394@example.invalid,600-002-394,2026-06-14,activo,"Sede sintética",999999
S5000-02395,"María José","Gómez León",60002395H,s5000.02395@example.invalid,"+34 600002395",2026-07-15,activo,"Sede sintética",999999
S5000-02396,Óscar,"Muñoz García",60002396L,s5000.02396@example.invalid,600-002-396,2026-08-16,activo,"Sede sintética",999999
S5000-02397,Nuria,"Pérez Núñez",60002397C,s5000.02397@example.invalid,"+34 600002397",2026-09-17,activo,"Sede sintética",999999
S5000-02398,Raúl,"Martín Sáez",60002398K,s5000.02398@example.invalid,600-002-398,2026-10-18,inactivo,"Sede sintética",999999
S5000-02399,Sofía,"Gómez León",60002399E,s5000.02399@example.invalid,"+34 600002399",2026-11-19,activo,"Sede sintética",999999
S5000-02400,Álvaro,"Muñoz García",60002400T,s5000.02400@example.invalid,600-002-400,2026-12-20,activo,"Sede sintética",999999
S5000-02401,Lucía,"Pérez Núñez",60002401R,s5000.02401@example.invalid,"+34 600002401",2026-01-21,activo,"Sede sintética",999999
S5000-02402,Iñigo,"Martín Sáez",60002402W,s5000.02402@example.invalid,600-002-402,2026-02-22,activo,"Sede sintética",999999
S5000-02403,"María José","Gómez León",60002403A,s5000.02403@example.invalid,"+34 600002403",2026-03-23,activo,"Sede sintética",999999
S5000-02404,Óscar,"Muñoz García",60002404G,s5000.02404@example.invalid,600-002-404,2026-04-24,activo,"Sede sintética",999999
S5000-02405,Nuria,"Pérez Núñez",60002405M,s5000.02405@example.invalid,"+34 600002405",2026-05-25,activo,"Sede sintética",999999
S5000-02406,Raúl,"Martín Sáez",60002406Y,s5000.02406@example.invalid,600-002-406,2026-06-26,activo,"Sede sintética",999999
S5000-02407,Sofía,"Gómez León",60002407F,s5000.02407@example.invalid,"+34 600002407",2026-07-27,activo,"Sede sintética",999999
S5000-02408,Álvaro,"Muñoz García",60002408P,s5000.02408@example.invalid,600-002-408,2026-08-28,activo,"Sede sintética",999999
S5000-02409,Lucía,"Pérez Núñez",60002409D,s5000.02409@example.invalid,"+34 600002409",2026-09-01,inactivo,"Sede sintética",999999
S5000-02410,Iñigo,"Martín Sáez",60002410X,s5000.02410@example.invalid,600-002-410,2026-10-02,activo,"Sede sintética",999999
S5000-02411,"María José","Gómez León",60002411B,s5000.02411@example.invalid,"+34 600002411",2026-11-03,activo,"Sede sintética",999999
S5000-02412,Óscar,"Muñoz García",60002412N,s5000.02412@example.invalid,600-002-412,2026-12-04,activo,"Sede sintética",999999
S5000-02413,Nuria,"Pérez Núñez",60002413J,s5000.02413@example.invalid,"+34 600002413",2026-01-05,activo,"Sede sintética",999999
S5000-02414,Raúl,"Martín Sáez",60002414Z,s5000.02414@example.invalid,600-002-414,2026-02-06,activo,"Sede sintética",999999
S5000-02415,Sofía,"Gómez León",60002415S,s5000.02415@example.invalid,"+34 600002415",2026-03-07,activo,"Sede sintética",999999
S5000-02416,Álvaro,"Muñoz García",60002416Q,s5000.02416@example.invalid,600-002-416,2026-04-08,activo,"Sede sintética",999999
S5000-02417,Lucía,"Pérez Núñez",60002417V,s5000.02417@example.invalid,"+34 600002417",2026-05-09,activo,"Sede sintética",999999
S5000-02418,Iñigo,"Martín Sáez",60002418H,s5000.02418@example.invalid,600-002-418,2026-06-10,activo,"Sede sintética",999999
S5000-02419,"María José","Gómez León",60002419L,s5000.02419@example.invalid,"+34 600002419",2026-07-11,activo,"Sede sintética",999999
S5000-02420,Óscar,"Muñoz García",60002420C,s5000.02420@example.invalid,600-002-420,2026-08-12,inactivo,"Sede sintética",999999
S5000-02421,Nuria,"Pérez Núñez",60002421K,s5000.02421@example.invalid,"+34 600002421",2026-09-13,activo,"Sede sintética",999999
S5000-02422,Raúl,"Martín Sáez",60002422E,s5000.02422@example.invalid,600-002-422,2026-10-14,activo,"Sede sintética",999999
S5000-02423,Sofía,"Gómez León",60002423T,s5000.02423@example.invalid,"+34 600002423",2026-11-15,activo,"Sede sintética",999999
S5000-02424,Álvaro,"Muñoz García",60002424R,s5000.02424@example.invalid,600-002-424,2026-12-16,activo,"Sede sintética",999999
S5000-02425,Lucía,"Pérez Núñez",60002425W,s5000.02425@example.invalid,"+34 600002425",2026-01-17,activo,"Sede sintética",999999
S5000-02426,Iñigo,"Martín Sáez",60002426A,s5000.02426@example.invalid,600-002-426,2026-02-18,activo,"Sede sintética",999999
S5000-02427,"María José","Gómez León",60002427G,s5000.02427@example.invalid,"+34 600002427",2026-03-19,activo,"Sede sintética",999999
S5000-02428,Óscar,"Muñoz García",60002428M,s5000.02428@example.invalid,600-002-428,2026-04-20,activo,"Sede sintética",999999
S5000-02429,Nuria,"Pérez Núñez",60002429Y,s5000.02429@example.invalid,"+34 600002429",2026-05-21,activo,"Sede sintética",999999
S5000-02430,Raúl,"Martín Sáez",60002430F,s5000.02430@example.invalid,600-002-430,2026-06-22,activo,"Sede sintética",999999
S5000-02431,Sofía,"Gómez León",60002431P,s5000.02431@example.invalid,"+34 600002431",2026-07-23,inactivo,"Sede sintética",999999
S5000-02432,Álvaro,"Muñoz García",60002432D,s5000.02432@example.invalid,600-002-432,2026-08-24,activo,"Sede sintética",999999
S5000-02433,Lucía,"Pérez Núñez",60002433X,s5000.02433@example.invalid,"+34 600002433",2026-09-25,activo,"Sede sintética",999999
S5000-02434,Iñigo,"Martín Sáez",60002434B,s5000.02434@example.invalid,600-002-434,2026-10-26,activo,"Sede sintética",999999
S5000-02435,"María José","Gómez León",60002435N,s5000.02435@example.invalid,"+34 600002435",2026-11-27,activo,"Sede sintética",999999
S5000-02436,Óscar,"Muñoz García",60002436J,s5000.02436@example.invalid,600-002-436,2026-12-28,activo,"Sede sintética",999999
S5000-02437,Nuria,"Pérez Núñez",60002437Z,s5000.02437@example.invalid,"+34 600002437",2026-01-01,activo,"Sede sintética",999999
S5000-02438,Raúl,"Martín Sáez",60002438S,s5000.02438@example.invalid,600-002-438,2026-02-02,activo,"Sede sintética",999999
S5000-02439,Sofía,"Gómez León",60002439Q,s5000.02439@example.invalid,"+34 600002439",2026-03-03,activo,"Sede sintética",999999
S5000-02440,Álvaro,"Muñoz García",60002440V,s5000.02440@example.invalid,600-002-440,2026-04-04,activo,"Sede sintética",999999
S5000-02441,Lucía,"Pérez Núñez",60002441H,s5000.02441@example.invalid,"+34 600002441",2026-05-05,activo,"Sede sintética",999999
S5000-02442,Iñigo,"Martín Sáez",60002442L,s5000.02442@example.invalid,600-002-442,2026-06-06,inactivo,"Sede sintética",999999
S5000-02443,"María José","Gómez León",60002443C,s5000.02443@example.invalid,"+34 600002443",2026-07-07,activo,"Sede sintética",999999
S5000-02444,Óscar,"Muñoz García",60002444K,s5000.02444@example.invalid,600-002-444,2026-08-08,activo,"Sede sintética",999999
S5000-02445,Nuria,"Pérez Núñez",60002445E,s5000.02445@example.invalid,"+34 600002445",2026-09-09,activo,"Sede sintética",999999
S5000-02446,Raúl,"Martín Sáez",60002446T,s5000.02446@example.invalid,600-002-446,2026-10-10,activo,"Sede sintética",999999
S5000-02447,Sofía,"Gómez León",60002447R,s5000.02447@example.invalid,"+34 600002447",2026-11-11,activo,"Sede sintética",999999
S5000-02448,Álvaro,"Muñoz García",60002448W,s5000.02448@example.invalid,600-002-448,2026-12-12,activo,"Sede sintética",999999
S5000-02449,Lucía,"Pérez Núñez",60002449A,s5000.02449@example.invalid,"+34 600002449",2026-01-13,activo,"Sede sintética",999999
S5000-02450,Iñigo,"Martín Sáez",60002450G,s5000.02450@example.invalid,600-002-450,2026-02-14,activo,"Sede sintética",999999
S5000-02451,"María José","Gómez León",60002451M,s5000.02451@example.invalid,"+34 600002451",2026-03-15,activo,"Sede sintética",999999
S5000-02452,Óscar,"Muñoz García",60002452Y,s5000.02452@example.invalid,600-002-452,2026-04-16,activo,"Sede sintética",999999
S5000-02453,Nuria,"Pérez Núñez",60002453F,s5000.02453@example.invalid,"+34 600002453",2026-05-17,inactivo,"Sede sintética",999999
S5000-02454,Raúl,"Martín Sáez",60002454P,s5000.02454@example.invalid,600-002-454,2026-06-18,activo,"Sede sintética",999999
S5000-02455,Sofía,"Gómez León",60002455D,s5000.02455@example.invalid,"+34 600002455",2026-07-19,activo,"Sede sintética",999999
S5000-02456,Álvaro,"Muñoz García",60002456X,s5000.02456@example.invalid,600-002-456,2026-08-20,activo,"Sede sintética",999999
S5000-02457,Lucía,"Pérez Núñez",60002457B,s5000.02457@example.invalid,"+34 600002457",2026-09-21,activo,"Sede sintética",999999
S5000-02458,Iñigo,"Martín Sáez",60002458N,s5000.02458@example.invalid,600-002-458,2026-10-22,activo,"Sede sintética",999999
S5000-02459,"María José","Gómez León",60002459J,s5000.02459@example.invalid,"+34 600002459",2026-11-23,activo,"Sede sintética",999999
S5000-02460,Óscar,"Muñoz García",60002460Z,s5000.02460@example.invalid,600-002-460,2026-12-24,activo,"Sede sintética",999999
S5000-02461,Nuria,"Pérez Núñez",60002461S,s5000.02461@example.invalid,"+34 600002461",2026-01-25,activo,"Sede sintética",999999
S5000-02462,Raúl,"Martín Sáez",60002462Q,s5000.02462@example.invalid,600-002-462,2026-02-26,activo,"Sede sintética",999999
S5000-02463,Sofía,"Gómez León",60002463V,s5000.02463@example.invalid,"+34 600002463",2026-03-27,activo,"Sede sintética",999999
S5000-02464,Álvaro,"Muñoz García",60002464H,s5000.02464@example.invalid,600-002-464,2026-04-28,inactivo,"Sede sintética",999999
S5000-02465,Lucía,"Pérez Núñez",60002465L,s5000.02465@example.invalid,"+34 600002465",2026-05-01,activo,"Sede sintética",999999
S5000-02466,Iñigo,"Martín Sáez",60002466C,s5000.02466@example.invalid,600-002-466,2026-06-02,activo,"Sede sintética",999999
S5000-02467,"María José","Gómez León",60002467K,s5000.02467@example.invalid,"+34 600002467",2026-07-03,activo,"Sede sintética",999999
S5000-02468,Óscar,"Muñoz García",60002468E,s5000.02468@example.invalid,600-002-468,2026-08-04,activo,"Sede sintética",999999
S5000-02469,Nuria,"Pérez Núñez",60002469T,s5000.02469@example.invalid,"+34 600002469",2026-09-05,activo,"Sede sintética",999999
S5000-02470,Raúl,"Martín Sáez",60002470R,s5000.02470@example.invalid,600-002-470,2026-10-06,activo,"Sede sintética",999999
S5000-02471,Sofía,"Gómez León",60002471W,s5000.02471@example.invalid,"+34 600002471",2026-11-07,activo,"Sede sintética",999999
S5000-02472,Álvaro,"Muñoz García",60002472A,s5000.02472@example.invalid,600-002-472,2026-12-08,activo,"Sede sintética",999999
S5000-02473,Lucía,"Pérez Núñez",60002473G,s5000.02473@example.invalid,"+34 600002473",2026-01-09,activo,"Sede sintética",999999
S5000-02474,Iñigo,"Martín Sáez",60002474M,s5000.02474@example.invalid,600-002-474,2026-02-10,activo,"Sede sintética",999999
S5000-02475,"María José","Gómez León",60002475Y,s5000.02475@example.invalid,"+34 600002475",2026-03-11,inactivo,"Sede sintética",999999
S5000-02476,Óscar,"Muñoz García",60002476F,s5000.02476@example.invalid,600-002-476,2026-04-12,activo,"Sede sintética",999999
S5000-02477,Nuria,"Pérez Núñez",60002477P,s5000.02477@example.invalid,"+34 600002477",2026-05-13,activo,"Sede sintética",999999
S5000-02478,Raúl,"Martín Sáez",60002478D,s5000.02478@example.invalid,600-002-478,2026-06-14,activo,"Sede sintética",999999
S5000-02479,Sofía,"Gómez León",60002479X,s5000.02479@example.invalid,"+34 600002479",2026-07-15,activo,"Sede sintética",999999
S5000-02480,Álvaro,"Muñoz García",60002480B,s5000.02480@example.invalid,600-002-480,2026-08-16,activo,"Sede sintética",999999
S5000-02481,Lucía,"Pérez Núñez",60002481N,s5000.02481@example.invalid,"+34 600002481",2026-09-17,activo,"Sede sintética",999999
S5000-02482,Iñigo,"Martín Sáez",60002482J,s5000.02482@example.invalid,600-002-482,2026-10-18,activo,"Sede sintética",999999
S5000-02483,"María José","Gómez León",60002483Z,s5000.02483@example.invalid,"+34 600002483",2026-11-19,activo,"Sede sintética",999999
S5000-02484,Óscar,"Muñoz García",60002484S,s5000.02484@example.invalid,600-002-484,2026-12-20,activo,"Sede sintética",999999
S5000-02485,Nuria,"Pérez Núñez",60002485Q,s5000.02485@example.invalid,"+34 600002485",2026-01-21,activo,"Sede sintética",999999
S5000-02486,Raúl,"Martín Sáez",60002486V,s5000.02486@example.invalid,600-002-486,2026-02-22,inactivo,"Sede sintética",999999
S5000-02487,Sofía,"Gómez León",60002487H,s5000.02487@example.invalid,"+34 600002487",2026-03-23,activo,"Sede sintética",999999
S5000-02488,Álvaro,"Muñoz García",60002488L,s5000.02488@example.invalid,600-002-488,2026-04-24,activo,"Sede sintética",999999
S5000-02489,Lucía,"Pérez Núñez",60002489C,s5000.02489@example.invalid,"+34 600002489",2026-05-25,activo,"Sede sintética",999999
S5000-02490,Iñigo,"Martín Sáez",60002490K,s5000.02490@example.invalid,600-002-490,2026-06-26,activo,"Sede sintética",999999
S5000-02491,"María José","Gómez León",60002491E,s5000.02491@example.invalid,"+34 600002491",2026-07-27,activo,"Sede sintética",999999
S5000-02492,Óscar,"Muñoz García",60002492T,s5000.02492@example.invalid,600-002-492,2026-08-28,activo,"Sede sintética",999999
S5000-02493,Nuria,"Pérez Núñez",60002493R,s5000.02493@example.invalid,"+34 600002493",2026-09-01,activo,"Sede sintética",999999
S5000-02494,Raúl,"Martín Sáez",60002494W,s5000.02494@example.invalid,600-002-494,2026-10-02,activo,"Sede sintética",999999
S5000-02495,Sofía,"Gómez León",60002495A,s5000.02495@example.invalid,"+34 600002495",2026-11-03,activo,"Sede sintética",999999
S5000-02496,Álvaro,"Muñoz García",60002496G,s5000.02496@example.invalid,600-002-496,2026-12-04,activo,"Sede sintética",999999
S5000-02497,Lucía,"Pérez Núñez",60002497M,s5000.02497@example.invalid,"+34 600002497",2026-01-05,inactivo,"Sede sintética",999999
S5000-02498,Iñigo,"Martín Sáez",60002498Y,s5000.02498@example.invalid,600-002-498,2026-02-06,activo,"Sede sintética",999999
S5000-02499,"María José","Gómez León",60002499F,s5000.02499@example.invalid,"+34 600002499",2026-03-07,activo,"Sede sintética",999999
S5000-02500,Óscar,"Muñoz García",60002500P,s5000.02500@example.invalid,600-002-500,2026-04-08,activo,"Sede sintética",999999
S5000-02501,Nuria,"Pérez Núñez",60002501D,s5000.02501@example.invalid,"+34 600002501",2026-05-09,activo,"Sede sintética",999999
S5000-02502,Raúl,"Martín Sáez",60002502X,s5000.02502@example.invalid,600-002-502,2026-06-10,activo,"Sede sintética",999999
S5000-02503,Sofía,"Gómez León",60002503B,s5000.02503@example.invalid,"+34 600002503",2026-07-11,activo,"Sede sintética",999999
S5000-02504,Álvaro,"Muñoz García",60002504N,s5000.02504@example.invalid,600-002-504,2026-08-12,activo,"Sede sintética",999999
S5000-02505,Lucía,"Pérez Núñez",60002505J,s5000.02505@example.invalid,"+34 600002505",2026-09-13,activo,"Sede sintética",999999
S5000-02506,Iñigo,"Martín Sáez",60002506Z,s5000.02506@example.invalid,600-002-506,2026-10-14,activo,"Sede sintética",999999
